price,sqrt,location,bhk,New/Resale,Gymnasium,Lift Available,CarParking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
16299999.0,716.0,Malad West,2.0,1.0,1,1,1,0,1,1,1,0,1,1,0,1,1
5299000.0,905.0,Thane West,2.0,0.0,1,1,1,0,1,1,Yes,1,1,,No,1,
8300000.0,1095.0,Mira Road East,2.0,1.0,1,1,1,0,Yes,1,1,,1,0,0,Yes,
60000000.0,1836.0,Dadar West,3.0,1.0,1,1,Yes,1,1,1,1,1,1,Yes,1,1,1
15000000.0,1650.0,Ulwe,3.0,1.0,1,1,1,1,1,1,1,1,,0,1,Yes,1
4500000.0,599.0,nan,1.0,0.0,1,1,1,1,0,0,0,No,0,0,0,0,0
10000000.0,800.0,Andheri  West,2.0,0.0,0,No,0,0,0,0,No,0,,0,,0,0
5100000.0,,Kamothe,1.0,0.0,0,0,1,1,1,No,0,No,No,0,0,No,0
8600000.0,550.0,Malad East,1.0,0.0,0,0,1,1,1,,0,0,0,0,0,0,0
9167000.0,1490.0,Bhiwandi,3.0,1.0,1,Yes,Yes,No,1,1,1,Yes,1,1,1,1,1
6100000.0,770.0,PARSIK NAGAR,1.0,,0,1,1,1,1,No,0,0,0,0,0,0,0
12000000.0,,Ulwe,3.0,1.0,1,1,0,0,0,1,0,1,0,0,0,,
39900000.0,1556.0,nan,3.0,1.0,0,,1,0,1,0,0,0,0,0,,0,0
5500000.0,620.0,Kalwa,1.0,0.0,0,1,0,,0,1,0,0,0,0,0,0,0
27000000.0,1100.0,Powai ,2.0,0.0,,1,1,0,1,0,Yes,1,1,No,0,Yes,1
,1075.0,nan,2.0,0.0,0,1,0,No,0,0,0,0,0,0,1,,0
14500000.0,1150.0,nan,2.0,0.0,0,No,0,0,0,0,0,0,,0,0,No,0
6700000.0,531.0,Mira Road East,1.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0
2300000.0,585.0,nan,1.0,0.0,,1,1,0,1,1,1,0,1,Yes,0,1,
4750000.0,950.0,nan,2.0,0.0,0,1,0,No,No,1,0,Yes,0,0,0,0,0
2500000.0,615.0,Virar East,1.0,0.0,0,0,0,0,No,0,0,0,0,0,0,0,0
,4650.0,Andheri  West,5.0,1.0,1,Yes,1,0,1,1,1,1,,,No,1,1
8500000.0,1000.0,Sector 36 Kharghar,2.0,0.0,Yes,1,1,0,1,0,0,No,No,0,No,0,0
9600000.0,1210.0,Kharghar,2.0,1.0,Yes,1,,,1,1,1,1,1,1,,1,
16500000.0,,Malad East,1.0,0.0,1,Yes,,,1,0,0,1,0,0,0,No,
12800000.0,913.0,Kandivali West,2.0,1.0,1,1,,Yes,1,1,1,1,Yes,,0,1,0
16900000.0,723.0,Kanjurmarg East,2.0,1.0,Yes,1,0,0,0,1,1,1,0,0,Yes,No,1
8900000.0,,Ghansoli,1.0,0.0,1,,,No,No,1,1,1,1,No,1,1,1
28500000.0,1150.0,Powai ,2.0,,1,1,Yes,1,1,,1,,Yes,0,,1,1
4200000.0,640.0,Kamothe,1.0,1.0,0,1,No,0,0,0,0,0,,0,0,0,No
21500000.0,1650.0,Thane West,3.0,1.0,1,1,0,0,1,1,1,Yes,0,0,1,1,1
16800000.0,800.0,Chembur,2.0,0.0,,0,0,0,0,,0,0,0,0,,0,0
7900000.0,965.0,Mira Road East,2.0,1.0,1,,Yes,0,1,1,1,,1,No,No,1,Yes
7575000.0,550.0,nan,1.0,0.0,,1,1,1,1,0,0,0,0,0,0,0,0
10300000.0,470.0,Kurla,1.0,1.0,1,0,No,0,0,0,0,No,0,0,0,0,0
7000000.0,1000.0,Sector 17 Ulwe,2.0,1.0,0,1,1,1,Yes,1,1,1,1,1,0,1,0
,3025.0,Andheri ,4.0,1.0,1,1,Yes,1,1,1,1,Yes,1,1,0,,1
3100000.0,832.0,Palghar,2.0,1.0,0,1,1,0,,0,No,0,0,0,0,0,0
15000000.0,880.0,Sion,2.0,0.0,No,,0,0,0,,0,0,0,0,,0,0
7450000.0,956.0,Mira Road East,2.0,0.0,Yes,Yes,Yes,,No,Yes,Yes,1,1,1,0,0,1
21700000.0,900.0,Vakola,2.0,1.0,0,1,,,1,,0,0,0,0,,0,No
8500000.0,990.0,Kharghar,,0.0,1,1,1,1,1,1,Yes,1,1,1,1,1,1
10000000.0,320.0,Ville Parle East,1.0,0.0,0,Yes,0,0,0,0,0,0,0,0,,0,No
16500000.0,1313.0,Sanpada,2.0,,Yes,1,1,1,1,1,1,1,1,0,0,1,1
26500000.0,1060.0,nan,2.0,0.0,Yes,1,1,0,0,,1,1,1,0,1,0,1
16500000.0,1090.0,Kandivali East,2.0,0.0,1,,1,0,Yes,1,1,1,0,0,0,Yes,1
12000000.0,1150.0,Kharghar,2.0,1.0,1,,1,0,1,1,1,1,,1,1,1,1
9500000.0,510.0,Goregaon West,,,0,1,No,0,0,,0,1,No,0,No,0,0
2600000.0,610.0,Boisar,1.0,0.0,0,Yes,0,0,0,0,No,0,0,0,0,0,0
20200000.0,1040.0,Goregaon East,2.0,0.0,1,1,1,1,,1,1,1,Yes,1,1,1,1
,1725.0,Kharghar,3.0,1.0,Yes,1,1,0,1,1,Yes,1,Yes,1,,1,Yes
4361000.0,890.0,Virar,2.0,1.0,1,1,1,0,1,Yes,Yes,0,0,0,0,1,1
2300000.0,310.0,Kharghar,1.0,0.0,0,0,0,1,Yes,0,0,0,0,No,0,,0
11800000.0,1440.0,Panvel,3.0,1.0,1,1,1,0,1,,1,1,1,1,Yes,,1
7600000.0,1050.0,Mira Road East,2.0,1.0,0,1,0,0,0,1,0,Yes,0,0,0,0,0
8499000.0,1050.0,Kharghar,,0.0,1,1,0,0,0,,0,0,No,0,0,0,1
3000000.0,575.0,Nala Sopara,1.0,0.0,1,1,Yes,0,Yes,1,Yes,,0,0,0,1,1
13600000.0,1760.0,Kharghar,3.0,0.0,1,,1,1,1,1,1,0,0,0,0,1,Yes
16700000.0,,Jankalyan Nagar,2.0,0.0,0,1,,1,0,0,0,0,Yes,0,,0,0
27000000.0,1650.0,nan,3.0,,0,1,1,1,1,0,No,,0,0,,0,0
3000000.0,330.0,Kalwa,1.0,0.0,0,0,No,0,0,No,No,No,No,0,,0,0
27300000.0,1144.0,Bhandup West,3.0,0.0,1,1,1,0,1,1,1,1,,1,,,1
2799000.0,334.0,Thane West,1.0,0.0,1,1,,0,,1,Yes,1,1,,0,1,1
18000000.0,704.0,Goregaon West,2.0,1.0,0,1,No,0,0,1,0,1,0,0,0,No,
11000000.0,1300.0,Thane West,,0.0,1,1,0,0,0,1,,1,0,0,1,0,Yes
12500000.0,570.0,borivali West,1.0,0.0,,0,No,0,0,0,No,0,0,0,0,0,0
,790.0,Juhu,2.0,0.0,1,1,0,0,0,Yes,0,1,0,0,1,0,No
7800000.0,1050.0,nan,2.0,0.0,1,1,,0,0,0,0,Yes,No,,1,0,0
6800000.0,1080.0,Ulwe,2.0,0.0,0,1,1,0,1,0,No,0,0,0,0,0,
31500000.0,1010.0,Vikhroli,2.0,0.0,1,0,,0,0,0,1,0,1,,0,0,1
,800.0,Thane,2.0,0.0,1,Yes,1,1,Yes,0,Yes,0,0,0,0,0,0
107600000.0,2605.0,Parel,4.0,1.0,1,1,0,0,1,1,Yes,1,1,1,0,1,1
145000000.0,3800.0,Khar West,4.0,1.0,1,1,1,0,1,Yes,0,0,0,0,No,0,0
2200000.0,500.0,Vasai West,1.0,0.0,0,0,,0,0,0,No,,0,0,0,0,0
,650.0,nan,1.0,,0,Yes,0,0,0,0,No,0,0,,0,0,0
4200000.0,720.0,Ulwe,1.0,0.0,0,0,0,No,,0,0,0,0,,No,No,0
16000000.0,742.0,Malad West,2.0,1.0,1,Yes,0,0,,1,1,1,0,0,1,,Yes
11000000.0,600.0,borivali East,1.0,0.0,1,1,1,0,1,0,0,0,,0,1,1,0
14500000.0,900.0,Goregaon East,2.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
33000000.0,944.0,Andheri  West,3.0,1.0,1,No,0,No,1,0,,1,0,No,0,,0
,780.0,Kurla,2.0,1.0,1,0,1,No,0,1,0,0,,,0,0,No
6500000.0,974.0,Goregaon East,2.0,0.0,1,1,No,0,1,1,Yes,,1,0,0,,1
27500000.0,1650.0,Seawoods,2.0,0.0,,1,1,0,1,1,1,1,0,0,0,,1
5500000.0,620.0,nan,,0.0,,1,0,0,0,1,0,Yes,,0,0,No,No
16600000.0,,Thane West,,1.0,0,1,0,No,0,1,0,0,1,1,0,1,0
3300000.0,600.0,nan,1.0,1.0,,1,0,,0,1,0,,0,0,Yes,0,0
5800000.0,650.0,Kharghar,1.0,0.0,,1,0,No,0,0,0,0,No,,No,0,0
3100000.0,585.0,nan,,0.0,1,,,No,,1,,1,1,1,0,1,Yes
14000000.0,,borivali West,2.0,1.0,1,Yes,0,0,0,1,1,1,0,0,1,No,1
9000000.0,1060.0,Kharghar,2.0,0.0,Yes,,0,0,0,1,1,Yes,0,0,0,No,Yes
6300000.0,964.0,Kalyan West,2.0,0.0,0,1,0,0,0,,0,0,0,0,,0,0
21500000.0,1450.0,Andheri  East,3.0,1.0,1,1,1,,1,1,1,1,Yes,0,0,1,1
22500000.0,,borivali West,3.0,0.0,Yes,1,0,No,0,1,0,,0,0,0,0,Yes
8359999.0,930.0,Thane West,,1.0,1,1,0,,No,1,1,1,No,0,1,0,1
100000000.0,2040.0,Juhu,4.0,0.0,0,0,0,0,No,0,No,0,0,No,0,No,0
5300000.0,615.0,Mira Road East,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0
4556000.0,729.0,Dombivali,1.0,1.0,1,,,0,No,1,1,0,0,0,0,0,1
12000000.0,1375.0,Kharghar,3.0,0.0,Yes,1,1,0,1,1,Yes,1,0,0,No,1,
13300000.0,,Kharghar,3.0,,1,1,1,0,1,1,1,0,,,0,Yes,Yes
4095000.0,710.0,Dombivali,1.0,1.0,Yes,1,0,0,0,,1,1,0,0,0,,1
80000000.0,2590.0,Andheri  West,5.0,0.0,0,1,,0,No,,No,1,0,0,0,0,0
,735.0,Kharghar,1.0,0.0,1,1,1,1,1,1,1,1,1,Yes,,Yes,
6900000.0,1400.0,Panvel,2.0,0.0,1,1,1,0,1,1,1,Yes,1,1,1,1,1
,1300.0,Kharghar,3.0,0.0,0,1,1,Yes,Yes,1,,1,,0,0,0,1
,1238.0,Ghatkopar West,,1.0,1,1,0,0,0,,1,1,0,0,0,0,No
3500000.0,433.0,nan,1.0,1.0,1,1,1,0,1,0,,Yes,1,0,0,Yes,1
9000000.0,1060.0,Kharghar,2.0,0.0,1,1,1,0,1,,1,1,1,Yes,0,1,1
12000000.0,700.0,Goregaon West,1.0,0.0,0,1,0,0,No,0,0,0,,0,Yes,0,0
7900000.0,538.0,Mira Road East,2.0,1.0,1,,,0,1,1,1,1,1,Yes,0,1,Yes
22500000.0,1189.0,borivali East,3.0,0.0,1,1,1,No,Yes,0,0,0,1,0,1,0,0
,1725.0,Kharghar,3.0,1.0,1,1,1,0,1,1,1,1,Yes,1,0,1,1
8800000.0,600.0,borivali West,1.0,0.0,0,1,,Yes,1,0,0,No,No,0,1,0,No
5000000.0,,Kharghar,1.0,0.0,No,1,,1,Yes,0,0,0,0,0,No,,0
5300000.0,1100.0,Taloja,2.0,0.0,0,1,1,1,1,No,0,,0,0,0,1,0
13600000.0,1140.0,Thane West,3.0,1.0,1,1,No,0,0,1,1,1,No,0,0,1,1
11200000.0,,nan,2.0,1.0,1,1,Yes,0,1,1,1,Yes,1,1,1,Yes,1
,585.0,Nala Sopara,1.0,0.0,,Yes,1,0,1,1,1,1,1,1,0,Yes,Yes
,990.0,Nala Sopara,2.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
8100000.0,1250.0,nan,2.0,0.0,1,0,1,1,Yes,,0,0,0,0,0,0,0
8900000.0,1480.0,Dombivali East,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000000.0,1100.0,Kandivali West,2.0,0.0,0,No,Yes,0,No,No,0,0,0,0,0,0,0
7000000.0,735.0,nan,1.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0
4800000.0,660.0,Kharghar,1.0,,0,,1,0,,0,0,0,0,0,0,0,
54200000.0,,Andheri  West,3.0,1.0,1,1,,0,,Yes,1,0,0,1,0,,1
14500000.0,1020.0,kandivali,,1.0,1,1,,0,1,Yes,1,Yes,1,1,0,Yes,1
2767000.0,615.0,Virar,1.0,1.0,1,1,1,0,1,1,1,,0,Yes,0,Yes,1
6800000.0,1050.0,Mira Road East,2.0,1.0,1,1,0,No,0,1,1,1,0,0,1,No,
,1065.0,Ranjanpada,2.0,0.0,0,No,1,,1,0,0,0,No,0,0,No,0
8000000.0,500.0,Ghatkopar West,1.0,0.0,0,0,No,0,0,No,0,0,0,0,1,0,0
6000000.0,575.0,Thane West,1.0,1.0,0,0,1,0,1,0,0,0,0,0,Yes,No,0
9800000.0,,nan,2.0,0.0,0,,1,1,,No,0,0,0,0,0,No,
6500000.0,508.0,nan,1.0,0.0,1,,1,No,Yes,,1,,0,0,Yes,Yes,
21700000.0,954.0,Andheri  West,2.0,1.0,1,1,0,0,1,1,1,1,0,0,,No,1
9000000.0,650.0,Goregaon,1.0,1.0,,1,Yes,1,1,1,1,Yes,1,1,0,1,Yes
,1500.0,Kamothe,3.0,1.0,1,1,Yes,0,1,1,1,1,No,0,0,1,Yes
2150000.0,415.0,Nala Sopara,,0.0,1,1,Yes,0,1,1,Yes,Yes,1,0,0,1,0
6000000.0,350.0,Thane West,1.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0
10500000.0,1356.0,Kharghar,3.0,0.0,1,1,1,Yes,1,0,,Yes,No,0,,1,1
,2200.0,Belapur,,0.0,Yes,Yes,0,0,0,1,1,1,0,0,0,No,1
9000000.0,1160.0,Kharghar,2.0,0.0,1,1,1,1,1,0,1,1,1,No,1,1,Yes
6048000.0,756.0,Mira Road East,,1.0,1,1,,,No,1,1,1,0,1,0,1,1
5000000.0,650.0,PARSIK NAGAR,1.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0
,1000.0,Kandivali East,2.0,0.0,1,1,1,Yes,1,1,Yes,1,1,1,1,1,
2300000.0,450.0,Vasai east,1.0,0.0,0,0,0,0,0,,0,0,,0,No,0,No
6000000.0,620.0,Kalwa,1.0,0.0,1,1,1,1,,0,Yes,0,0,0,,No,
32500000.0,2000.0,Grant Road West,3.0,0.0,0,0,1,0,No,0,0,0,0,0,0,0,No
25500000.0,1750.0,Kandivali East,3.0,0.0,1,1,1,0,1,,1,1,0,0,0,1,1
18000000.0,900.0,Andheri  East,,1.0,1,1,0,0,No,0,0,Yes,0,,0,0,0
45000000.0,1250.0,nan,3.0,0.0,1,1,0,0,0,0,0,No,0,0,1,0,No
,400.0,Andheri  West,2.0,0.0,,1,1,1,1,0,0,No,1,0,No,No,0
43500000.0,2600.0,Malad East,,1.0,1,1,1,1,1,1,,1,1,1,0,1,Yes
14000000.0,1200.0,Sector 18 Kharghar,2.0,0.0,1,1,1,0,0,0,No,0,0,0,0,0,
,1025.0,Mira Road East,2.0,0.0,1,,1,0,1,1,1,0,0,0,0,1,1
7000000.0,1100.0,Kharghar,2.0,0.0,0,1,1,Yes,1,0,0,1,1,0,No,1,0
2000000.0,365.0,Nalasopara East,1.0,0.0,0,0,0,0,No,,0,0,0,0,No,0,0
30000000.0,1080.0,Juhu,2.0,0.0,,0,0,0,No,No,0,No,0,0,0,No,0
15200000.0,513.0,Wadala East,1.0,0.0,1,1,0,0,0,1,1,Yes,0,0,0,0,1
12000000.0,525.0,borivali West,1.0,0.0,0,Yes,,No,0,1,0,1,0,0,Yes,0,
,880.0,Kalyan West,2.0,0.0,0,1,0,0,No,1,,1,0,0,No,0,0
14600000.0,698.0,Chembur,2.0,1.0,1,Yes,,No,0,0,0,Yes,0,,,0,0
5300000.0,695.0,Kalyan West,1.0,0.0,1,1,0,0,No,1,,1,0,0,0,0,1
4200000.0,555.0,Kamothe,,0.0,1,1,1,1,1,1,No,0,1,0,0,,1
9400000.0,,Kamothe,3.0,1.0,1,1,1,0,Yes,1,1,Yes,0,0,No,1,1
22500000.0,,Sainath Nagar,3.0,0.0,No,0,Yes,Yes,0,0,0,,Yes,0,0,0,0
14000000.0,1100.0,Malad West,2.0,1.0,1,1,0,0,0,Yes,1,1,0,0,,0,1
18400000.0,1100.0,Goregaon West,1.0,1.0,1,1,0,No,0,1,1,1,0,0,1,0,1
5200000.0,650.0,Kharghar,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,No
13300000.0,599.0,Malad West,2.0,1.0,1,Yes,1,0,Yes,1,Yes,Yes,0,1,0,1,Yes
5900000.0,650.0,Mira Road East,1.0,0.0,No,1,Yes,1,1,1,,0,Yes,No,,No,1
5500000.0,670.0,Kharghar,1.0,0.0,1,1,1,1,1,0,1,1,1,,0,1,Yes
9000000.0,793.0,Dahisar East,2.0,1.0,,1,1,0,1,1,0,1,No,0,0,1,0
6500000.0,600.0,Thane West,1.0,1.0,1,,Yes,0,1,Yes,1,,,1,0,1,
6800000.0,1050.0,nan,2.0,,1,1,0,0,0,1,0,0,No,0,1,0,0
20000000.0,823.0,Malad West,2.0,0.0,0,Yes,0,0,0,1,0,Yes,No,0,1,0,No
4800000.0,687.0,Ulwe,1.0,0.0,0,0,0,No,0,,0,0,0,No,0,0,0
47900000.0,1043.0,Parel,3.0,1.0,1,1,0,0,1,1,1,1,1,Yes,0,Yes,1
9200000.0,620.0,Chembur,1.0,0.0,Yes,1,1,1,Yes,0,0,,0,0,No,,0
8330000.0,980.0,Mira Road East,2.0,1.0,0,Yes,1,0,0,1,1,1,1,0,0,0,1
9700000.0,1100.0,Mira Road East,2.0,0.0,,1,0,0,No,1,No,1,0,0,1,0,No
32500000.0,1502.0,Goregaon East,3.0,1.0,1,1,1,1,1,1,1,1,1,No,0,1,1
8000000.0,670.0,Malad East,1.0,1.0,Yes,Yes,1,0,,1,1,1,1,No,0,1,1
21400000.0,,nan,2.0,,1,1,Yes,,1,,1,1,1,1,0,1,1
9700000.0,506.0,Chembur,2.0,1.0,1,1,1,,0,No,0,1,0,0,0,0,0
,1620.0,Goregaon East,3.0,1.0,1,1,1,1,1,Yes,1,1,1,1,0,1,1
41000000.0,,Goregaon East,3.0,0.0,1,1,1,0,1,1,1,0,1,1,0,1,1
2900000.0,,Boisar,3.0,0.0,0,0,0,0,No,1,1,0,No,0,No,0,1
12500000.0,600.0,Powai ,1.0,0.0,1,1,0,No,0,1,Yes,1,0,No,,0,1
12000000.0,720.0,Malad East,1.0,0.0,1,,Yes,0,1,1,1,1,0,No,1,1,1
2400000.0,600.0,nan,1.0,0.0,0,1,No,,No,1,0,1,0,0,0,0,0
31300000.0,1740.0,Mulund West,3.0,1.0,1,1,1,0,1,1,1,No,1,1,0,Yes,1
16000000.0,900.0,Link Road,2.0,0.0,1,Yes,1,1,1,,0,1,0,0,1,No,0
32500000.0,1250.0,Wadala East Wadala,3.0,0.0,1,1,1,1,1,0,No,0,0,No,0,0,0
4100000.0,,Ulwe,1.0,1.0,0,1,0,0,0,No,0,0,0,0,No,0,0
2440000.0,585.0,Nala Sopara,1.0,0.0,0,1,,1,1,1,1,0,1,1,0,1,0
20000000.0,980.0,borivali West,1.0,0.0,1,1,0,,No,1,0,1,0,No,1,0,
2400000.0,575.0,Nala Sopara,,,1,1,Yes,0,1,1,0,No,1,0,,1,0
7500000.0,650.0,Shakti Nagar,2.0,0.0,0,1,1,,1,,0,0,0,0,0,No,0
2970000.0,660.0,Virar,1.0,1.0,1,1,,0,1,1,1,1,0,1,0,1,1
6500000.0,620.0,Thane West,,0.0,1,1,1,0,1,1,1,1,1,0,0,1,1
16900000.0,888.0,Kandivali West,2.0,0.0,1,1,0,0,No,0,0,1,No,0,0,No,0
25800000.0,1400.0,Goregaon West,2.0,1.0,Yes,1,1,1,Yes,1,1,1,1,1,0,1,1
8628000.0,654.0,Panvel,2.0,1.0,1,1,,0,Yes,1,1,1,,1,0,1,Yes
32900000.0,1250.0,Andheri  West,2.0,1.0,1,1,No,No,1,1,1,0,1,1,,0,1
8016000.0,809.0,Dombivali,2.0,1.0,1,1,1,0,1,1,1,Yes,1,1,0,1,1
15200000.0,,Kharghar,,,1,Yes,,0,0,1,1,Yes,0,0,1,0,Yes
2500000.0,,Kandivali East,,,0,0,0,0,0,0,0,0,0,0,0,,0
2399000.0,620.0,Badlapur West,1.0,1.0,0,1,1,0,Yes,No,0,0,0,0,1,0,0
6000000.0,915.0,Vasai,2.0,0.0,0,1,0,0,0,Yes,,0,0,0,0,0,0
5500000.0,525.0,Shil Phata,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,No
6000000.0,982.0,Kalyan West,2.0,0.0,1,1,0,0,1,1,1,,Yes,0,0,,1
2574000.0,615.0,Titwala,,1.0,0,Yes,0,0,0,1,0,1,0,0,0,0,No
4800000.0,,Kalyan West,2.0,0.0,,Yes,1,0,1,1,1,1,1,1,0,1,1
9200000.0,594.0,Malad East,,,1,1,1,,1,0,,No,0,0,0,1,1
8750000.0,540.0,borivali West,1.0,0.0,0,No,0,0,0,No,,,0,No,0,0,0
22000000.0,1770.0,Kharghar,3.0,0.0,1,1,1,1,Yes,1,1,,1,0,1,1,1
33000000.0,1200.0,Ville Parle East,2.0,0.0,No,1,0,0,0,0,0,0,0,0,Yes,0,0
16700000.0,770.0,borivali West,2.0,1.0,1,,1,0,1,Yes,0,Yes,0,0,0,1,1
,840.0,Kandivali West,2.0,0.0,0,No,No,0,0,0,0,0,0,0,0,0,0
5800000.0,868.0,nan,,0.0,1,1,Yes,0,1,0,1,0,0,0,0,1,1
2350000.0,,Nala Sopara,1.0,1.0,No,1,0,0,0,1,0,0,0,0,0,0,No
4100000.0,530.0,Mira Road East,1.0,0.0,0,0,0,0,0,Yes,0,0,0,,1,0,0
69900000.0,2005.0,Wadala,,1.0,1,1,1,1,1,1,,1,1,1,0,1,Yes
8000000.0,1000.0,Sector 20 Kharghar,2.0,0.0,0,0,1,1,1,,0,No,0,No,0,0,0
12800000.0,1100.0,Sainath Nagar,2.0,0.0,0,,,1,0,0,,0,1,,0,0,0
31500000.0,,Powai ,,0.0,Yes,1,1,0,1,1,1,1,0,0,1,1,1
16000000.0,1053.0,Ghatkopar West,2.0,0.0,1,1,1,0,1,1,1,1,0,1,0,1,1
6000000.0,750.0,Thane West,1.0,0.0,1,1,0,No,0,1,1,1,,No,0,0,No
10000000.0,1325.0,Kharghar,2.0,1.0,1,1,1,0,1,Yes,1,1,1,1,0,1,1
6500000.0,380.0,borivali West,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No
2898000.0,966.0,Karjat,2.0,0.0,0,1,0,0,No,0,0,0,0,0,0,No,0
,1055.0,Sector 19 Kharghar,2.0,0.0,1,1,1,1,1,0,,0,0,0,0,0,0
7100000.0,950.0,Greater Khanda,2.0,0.0,,0,0,0,0,0,,0,0,0,0,,0
60100000.0,3585.0,Goregaon West,4.0,1.0,1,,1,1,1,0,1,1,Yes,1,,1,1
,1250.0,Ulwe,2.0,0.0,1,0,1,1,1,0,No,0,0,0,0,0,Yes
2200000.0,,Nala Sopara,1.0,,0,1,No,0,0,Yes,0,0,1,0,0,0,0
2882000.0,415.0,Panvel,1.0,1.0,,0,No,0,0,0,0,0,No,0,0,0,0
4100000.0,650.0,Kalyan West,1.0,0.0,1,No,0,0,Yes,1,1,0,Yes,0,0,,Yes
24500000.0,2200.0,Sector 30 Kharghar,4.0,0.0,,1,1,1,Yes,0,0,0,0,0,0,No,No
6400000.0,1150.0,Taloja,2.0,1.0,Yes,1,No,0,0,0,0,No,0,0,0,0,No
7000000.0,950.0,Kharghar,2.0,0.0,0,0,0,No,0,0,0,0,0,0,0,0,0
9600000.0,580.0,borivali West,1.0,0.0,0,,,,0,0,0,No,0,No,0,0,0
26500000.0,1500.0,Kandivali West,3.0,0.0,Yes,1,1,0,Yes,1,1,0,,1,0,1,1
4200000.0,646.0,Kharghar,1.0,0.0,0,1,1,1,Yes,0,0,0,0,0,0,0,No
30400000.0,957.0,Chembur,3.0,1.0,1,1,0,0,,Yes,Yes,1,0,0,0,No,1
19000000.0,1140.0,borivali West,3.0,,0,,0,0,0,1,0,1,0,0,1,0,No
2400000.0,625.0,Dronagiri,1.0,1.0,No,1,1,1,1,1,0,0,Yes,0,1,1,0
22000000.0,1100.0,Malad West,2.0,0.0,1,1,1,0,1,,1,1,0,0,Yes,,Yes
6500000.0,800.0,Kharghar,2.0,0.0,1,1,1,Yes,1,,1,0,0,0,0,0,0
7600000.0,960.0,Mira Road East,,1.0,1,,1,0,0,1,Yes,1,1,0,1,0,No
12000000.0,1400.0,Kharghar,,0.0,No,0,0,No,0,0,0,0,0,0,0,0,0
,650.0,Mira Road East,1.0,,0,1,0,0,1,0,0,0,,0,0,,0
16100000.0,1222.0,Panvel,3.0,1.0,Yes,1,1,1,1,Yes,1,1,1,1,0,1,1
10000000.0,1075.0,Kharghar,,0.0,1,1,1,Yes,1,Yes,,1,1,1,0,1,Yes
9600000.0,,borivali West,1.0,0.0,1,1,0,0,0,1,No,0,No,0,1,0,0
7500000.0,650.0,Thane West,1.0,0.0,Yes,1,0,0,0,1,1,1,No,0,1,0,1
42600000.0,894.0,Andheri  West,2.0,1.0,1,1,1,,1,1,1,No,0,1,0,1,1
4200000.0,650.0,nan,1.0,0.0,1,1,1,1,1,1,1,1,Yes,0,0,1,1
21100000.0,1050.0,Chembur,2.0,0.0,,1,No,0,0,,0,0,No,0,0,0,0
2899000.0,450.0,Ulwe,1.0,0.0,0,1,0,0,0,0,0,,0,0,,0,0
11299999.0,744.0,Kandivali East,,1.0,1,1,1,0,1,1,Yes,1,1,,,1,1
7798999.0,700.0,nan,1.0,0.0,No,1,0,0,No,0,0,0,0,0,,0,0
6000000.0,765.0,Kharghar,1.0,0.0,1,1,1,1,1,1,Yes,1,1,0,0,,1
13500000.0,850.0,Dahisar,2.0,0.0,No,1,,No,0,0,0,,0,0,1,0,0
4500000.0,650.0,Vasai,2.0,0.0,0,0,1,0,1,1,0,,1,0,0,0,0
4100000.0,1380.0,Boisar,3.0,0.0,0,0,0,0,0,0,0,0,0,No,0,0,0
13500000.0,1385.0,nan,3.0,1.0,Yes,1,1,0,0,,Yes,,0,No,1,0,1
8000000.0,1300.0,Panvel,3.0,0.0,1,0,1,No,0,1,1,0,No,0,No,1,No
8900000.0,1017.0,nan,2.0,1.0,1,1,0,0,0,1,1,1,0,0,Yes,0,0
,780.0,Dahisar East,2.0,0.0,0,0,0,0,0,0,0,No,0,0,0,0,0
30000000.0,,Andheri ,,0.0,0,Yes,1,1,1,0,Yes,0,1,0,No,No,0
6800000.0,875.0,Mira Road East,2.0,1.0,Yes,1,1,No,1,1,0,0,1,0,0,1,1
,1296.0,nan,3.0,0.0,1,1,0,No,0,1,0,No,No,0,1,No,0
3600000.0,600.0,Nala Sopara,1.0,,1,1,1,0,1,Yes,0,,Yes,1,0,1,1
,820.0,Boisar,2.0,1.0,0,0,0,0,0,0,No,0,0,0,0,0,0
5200000.0,650.0,Ulwe,1.0,,0,1,0,0,0,No,0,0,No,0,0,0,0
3200000.0,600.0,Kalyan West,1.0,0.0,1,1,0,0,,1,1,0,,0,0,1,Yes
20099999.0,,Mulund West,2.0,1.0,1,1,1,0,Yes,1,1,Yes,1,1,0,1,1
15000000.0,630.0,nan,1.0,,Yes,1,0,No,0,1,1,1,1,0,1,No,1
10000000.0,850.0,Thane West,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
