id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
A92874976,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar","Sanghvi Morya , Shivaji Park","Shivaji Park, Dadar",₹7.09 Cr,"₹55,555 /sqft","1,277 sqft",(119 sqm),Carpet Area,3 BHK,3,Under Construction,21st out of 22 Floors | Overlooking Park,,"Welcome to sanghvi morya A boutique address reserved for the few At the heart of shivaji park, dadar west, discover a refined lifestyle where elegance, privacy, and prestige come together crafted by sanghvi realty. The residences Thoughtfully designed homes that reflect understated luxury 2 bhk residences 613 681 sq. Ft. 3 bhk residences 907 sq. Ft. 1277sq.Ft. Elevated rooftop living Unwind abo...",Vivek Dadhe,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1277-sqft-spid-A92874976,,7
L89121141,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",Ramswaroop Palai Tower,"Dadar West, Mumbai",₹5.5 Cr,"₹32,069 /sqft","1,715 sqft",(159 sqm),Built-up Area,3 BHK,3,Ready To Move,16th out of 17 Floors | North-East Facing,,"This residential flat is north-East-Facing direction. The flat occupies a carpet area of 1215 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The flat has a total of 17 floors and this property is situated on 16th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The beautifully designed others flooring enhances the beauty ...",CHETAN Y BHATT,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dadar-west-south-mumbai-1715-sqft-r2-spid-L89121141,,7
R91641532,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",On Request,"Dadar West, Mumbai",₹7.5 Cr,"₹70,555 /sqft","1,063 sqft",(99 sqm),Carpet Area,3 BHK,3,Under Construction,10th out of 19 Floors | East Facing,,"Available for sell unrestricted sea view 3 bhk near kirti collage, dadar west, 1063 sqft carpet, bare-Shell apartment with 2 covered car parking, two flats per floor, amenities like swimming pool and gym etc., price rs 7.50 cr + govt tax, possession december, 2027, for more information please call hariom estate consultant, prabhadevi.",Hariom Estate Consultants,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dadar-west-south-mumbai-1063-sqft-spid-R91641532,,7
F92596638,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar",Meraki,"Shivaji Park, Dadar",₹7 Cr,"₹58,333 /sqft","1,200 sqft",(111 sqm),Carpet Area,3 BHK,3,Ready To Move,20th out of 22 Floors | Overlooking Park,,"This residential flat is east-Facing direction. The flat is over 1200 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms . The residential building has 22 floors in total and the flat for sale is located on the 20th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beau...",Omprakash Dubey,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1200-sqft-spid-F92596638,,7
O91107996,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹11 Cr,"₹37,931 /sqft","2,900 sqft",(269 sqm),Built-up Area,4 BHK,4,Ready To Move,10th out of 67 Floors | Gated Society,,"This expansive 2,900+ sq.Ft. Builtup 4bed, 4bath residence is situated on the 10th floor of a 67storey landmark tower within the prestigious island city center (Icc), dadar east, an ultraluxury 23acre freehold gated community by bombay realty. Ready for immediate possession, the 15yearold home offers refined interiors with ensuite bathrooms, premium finishes, and doubleglazed glass faades, comp...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2900-sqft-r1-spid-O91107996,,7
O90260838,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",Kapil Tirth,"Dadar West, Mumbai",₹8 Cr,"₹64,000 /sqft","1,250 sqft",(116 sqm),Carpet Area,3 BHK,3,Under Construction,8th out of 65 Floors | Overlooking Park,,"This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 1250 sq.Ft. The flat has a total of 65 floors and this property is situated on 8th floor. The flat is currently under construction stage and you can expect to get the possession of the property within 6 months. The beautifull...",Roshan Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dadar-west-south-mumbai-1250-sqft-r1-spid-O90260838,,7
B92073954,PROPERTY,"2 BHK Flat in Shivaji Park, Dadar","2 BHK Flat in Shivaji Park, Dadar",shreenety,"Shivaji Park, Dadar",₹6.21 Cr,"₹71,875 /sqft",864 sqft,(80 sqm),Carpet Area,2 BHK,2,Ready To Move,12th out of 22 Floors | East Facing,,"This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 864 sq.Ft. The flat has a total of 22 floors and this property is situated on 12th floor. This is a ready to move project and the property is 0-1 year old. The ceramic flooring of this flat is beautifully designed and helps to give it a pleasing l...",Omprakash Dubey,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-864-sqft-spid-B92073954,,7
U92835578,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar",Standalone building,"Shivaji Park, Dadar",₹7.5 Cr,"₹57,692 /sqft","1,300 sqft",(121 sqm),Super Built-up Area,3 BHK,4,Ready To Move,15th out of 21 Floors | Overlooking Main Road,,Available 3 bhk for sale in shivaji park near sena bavan standalone building,Padmavati Estate Agency,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1300-sqft-spid-U92835578,,7
T87400498,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹10.25 Cr,"₹37,962 /sqft","2,700 sqft",(251 sqm),Built-up Area,3 BHK,3,Ready To Move,5th out of 67 Floors | 1 Covered Parking & 1 Open Parking,,"Situated in dadar east, mumbai south, bombay realty island city center is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in mumbai south is your opportunity to be a part of this community. The flat is over 2700 sq.Ft. Built up area and comes with 3 bedroom(s), 3 bathrooms . The residential building has 67 floors in total and the flat for sale i...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2700-sqft-r3-spid-T87400498,,7
B86791432,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹10 Cr,"₹37,593 /sqft","2,660 sqft",(247 sqm),Built-up Area,3 BHK,3,Ready To Move,4th out of 56 Floors | 1 Covered Parking & 1 Open Parking,,"Discover the epitome of luxury living with this ready-To-Move 3 bhk apartment at bombay realty island city center, one of the most sought-After destinations in dadar east, mumbai south; Spanning an impressive 2660 sq.Ft. Of built-Up area with three spacious bedrooms and three bathrooms, this elegant home is located on the 4th floor of a 56-Storey tower in a modern 15 year old development; Desig...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2660-sqft-r3-spid-B86791432,,7
M90180266,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar",Shree Siddhi,"Shivaji Park, Dadar",₹8 Cr,"₹64,000 /sqft","1,250 sqft",(116 sqm),Carpet Area,3 BHK,3,Ready To Move,21st out of 21 Floors | North-East Facing,,"This property faces the north-East direction. The flat is over 1250 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the top floor of this 21 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring...",MANISHA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-siddhi-shivaji-park-south-mumbai-1250-sqft-spid-M90180266,,7
U92896290,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",Suraj The Palette,"Dadar West, Mumbai",₹8.5 Cr,"₹76,853 /sqft","1,106 sqft",(103 sqm),Carpet Area,3 BHK,3,Ready To Move,12th out of 49 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. The flat occupies a carpet area of 1106 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The residential building has 49 floors in total and the flat for sale is located on the 12th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The well bu...",Ask realtors,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-suraj-the-palette-dadar-west-south-mumbai-1106-sqft-spid-U92896290,,7
W91759930,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",The Bombay ICC,"Dadar East, Mumbai",₹11.25 Cr,"₹45,000 /sqft","2,500 sqft",(232 sqm),Carpet Area,4 BHK,4,Ready To Move,11th out of 60 Floors | Overlooking Swimming Pool,,"Ombay realty island city center in dadar east, mumbai is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 3bhk and 4bhk apartments available in this project. This housing society is now ready to be called home as families have start...",Vaibhav Realty,Dealer,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-bombay-icc-dadar-east-south-mumbai-2500-sqft-spid-W91759930,,7
G87813830,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar",Kapil Tirth,"Shivaji Park, Dadar",₹9.03 Cr,"₹72,297 /sqft","1,249 sqft",(116 sqm),Carpet Area,3 BHK,3,Under Construction,16th out of 19 Floors | 2 Covered Parking,,"This 3 bhk flat is located in kapil tirth, which houses some of the most spacious flats in shivaji park, mumbai south. The flat occupies a carpet area of 1249 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 19 floors and this property is situated on 16th floor. As the property is currently under construction , you can expect to get the possession by june...",MANISHA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1249-sqft-r1-spid-G87813830,,7
J87880072,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹11 Cr,"₹52,206 /sqft","2,107 sqft",(196 sqm),Carpet Area,4 BHK,4,Ready To Move,22nd out of 54 Floors | 1 Covered Parking & 1 Open Parking,,"This 4 bhk apartment is available for sale in bombay realty island city center, one of the most prominent projects for flats in dadar east, mumbai south. Containing 4 bedroom(s), 4 bathrooms , this flat is spread over a carpet area of 2107 sq.Ft. The residential building has 54 floors in total and the flat for sale is located on the 22nd floor. As the project is already ready to move, so you ca...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2107-sqft-r3-spid-J87880072,,7
F92118066,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹9.5 Cr,"₹58,969 /sqft","1,611 sqft",(150 sqm),Carpet Area,3 BHK,3,Ready To Move,33rd out of 67 Floors | 1 Covered Parking & 1 Open Parking,,"Luxuriously furnished and vaastu compliant, this ultrapremium 3-Bedroom, 3-Bathroom residence at bombay realtys island city center (Icc), dadar east spans an expansive 1,611 sq.Ft. Carpet area and is positioned on the 33rd floor of a landmark 67storey tower, capturing sweeping arabian sea views along with tranquil vistas of the townships beautifully landscaped open greens. Set within an exclusi...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-1611-sqft-spid-F92118066,,7
N89829560,PROPERTY,"3 BHK Flat in Shivaji Park, Dadar","3 BHK Flat in Shivaji Park, Dadar",sea facing,"Shivaji Park, Dadar",₹10.5 Cr,"₹56,756 /sqft","1,850 sqft",(172 sqm),Super Built-up Area,3 BHK,3,Ready To Move,17th out of 23 Floors | Overlooking Sea,,3 bhk residential flat with complete sea view available for sale in shivaji park for more details and queries please do contact brokers please do not response,Poonam Realtors,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1850-sqft-r1-spid-N89829560,,7
C88216662,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",The Bombay ICC,"Dadar East, Mumbai",₹9 Cr,"₹54,878 /sqft","1,640 sqft",(152 sqm),Carpet Area,3 BHK,4,Ready To Move,29th out of 65 Floors | North-East Facing,,"Located in the popular residential address of dadar east, mumbai south, the bombay icc is one of the most preferred destination for apartments in mumbai south. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a carpet area of 1640 sq.Ft. That consists of 3 bedrooms, 4 bathrooms . As the project is already ready to move, so you can easily move into this 5-10 years...",CAVELLE LANGWYN PRIVATE LIMITED,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-bombay-icc-dadar-east-south-mumbai-1640-sqft-r3-spid-C88216662,,8
C79949987,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹10.5 Cr,"₹52,212 /sqft","2,011 sqft",(187 sqm),Carpet Area,3 BHK,3,Ready To Move,1st out of 63 Floors | East Facing,,"Indulge in ultimate luxury at this 3 bedroom flat with spacious terrace in dadar east, mumbai south is situated in bombay realty island city center, one of the popular residential society in mumbai south. The floor plan additionally contains 3 bedroom consist 1611 area and large terrace of 400 sqft. All in all, the flat is spread over a carpet area of 2011 sq.Ft. The residential building has 67...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2011-sqft-r8-spid-C79949987,,8
L91641896,PROPERTY,"6 BHK Flat in Dadar West, Mumbai","6 BHK Flat in Dadar West, Mumbai",On Request,"Dadar West, Mumbai",₹15.9 Cr,"₹69,982 /sqft","2,272 sqft",(211 sqm),Carpet Area,6 BHK,6,Under Construction,10th out of 19 Floors | Overlooking Main Road,,"Available for sell unrestricted sea view 6 bhk near kirti collage, dadar west, 2272 sqft carpet, bare-Shell apartment with 4 covered car parking, one flat per floor, amenities like swimming pool and gym etc., price rs 15.90 cr + govt tax, possession december, 2027, for more information please call hariom estate consultant, prabhadevi.",Hariom Estate Consultants,,,https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-dadar-west-south-mumbai-2272-sqft-spid-L91641896,,8
L83298898,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹10 Cr,"₹47,460 /sqft","2,107 sqft",(196 sqm),Carpet Area,4 BHK,4,Ready To Move,4th out of 63 Floors | Vaastu Compliant,,"This elegant 4 bhk apartment is available for sale in the acclaimed bombay realty island city center, located in dadar eastone of south mumbais most vibrant locales. Spanning 2107 sq.Ft.. Of carpet area, this well-Designed residence is positioned on the 4th floor of a towering 63-Storey building. With four spacious bedrooms and an equal number of bathrooms, its perfect for families looking to m...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2107-sqft-r5-spid-L83298898,,8
N86889926,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹10.75 Cr,"₹51,020 /sqft","2,107 sqft",(196 sqm),Carpet Area,4 BHK,4,Ready To Move,25th out of 63 Floors,,"Situated in dadar east, mumbai south, bombay realty island city center is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in mumbai south is your opportunity to be a part of this community. The flat is over 2107 sq.Ft. Carpet area and comes with 4 bedroom(s), 4 bathrooms . The flat has a total of 63 floors and this property is situated on 25th f...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2107-sqft-r3-spid-N86889926,,8
I93326266,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",Suraj Ocean Star,"Dadar West, Mumbai",₹12 Cr,"₹91,675 /sqft","1,308.97 sqft",(122 sqm),Carpet Area,3 BHK,3,Ready To Move,28th out of 45 Floors,,"The flat occupies a carpet area of 1309 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat lies on the 28th level of a 45 storey building. This residential property is still under construction and will be available for possession immediately. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s), security guard, swimming pool,...",Terraa Propex LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-suraj-ocean-star-dadar-west-south-mumbai-1309-sqft-spid-I93326266,,8
S89605056,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",The Bombay ICC,"Dadar East, Mumbai",₹9 Cr,"₹42,857 /sqft","2,100 sqft",(195 sqm),Built-up Area,3 BHK,3,Ready To Move,21st out of 54 Floors | 1 Covered Parking & 1 Open Parking,,"Step into a world where luxury meets convenience at island city center (Icc) in dadar, mumbaian address that redefines sophistication and elevates everyday living. This ready-To-Move 3-Bedroom, 3-Bathroom residence spans an impressive 2,100 sq.Ft. On the 21st floor of a 54-Story tower, offering panoramic views and unmatched privacy. With modern amenities like a swimming pool, fitness centre, cl...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-bombay-icc-dadar-east-south-mumbai-2100-sqft-r2-spid-S89605056,,8
M89148525,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹12 Cr,"₹50,000 /sqft","2,400 sqft",(223 sqm),Built-up Area,3 BHK,3,Ready To Move,42nd out of 64 Floors | Vaastu Compliant,,"This exquisite 3-Bedroom, 3-Bathroom residence at bombay realtys island city center in dadar east, mumbai, spans 2400 sq.Ft. Of built-Up area and is perched on the 42nd floor of a 64-Storey tower, offering an unparalleled vantage point over the city and sea. A ready-To-Move property aged 15 years, it combines modern sophistication with timeless elegance, featuring expansive layouts, air-Conditi...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2400-sqft-r2-spid-M89148525,,8
L92386416,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Springs,"Dadar East, Mumbai",₹12.5 Cr,"₹56,689 /sqft","2,205 sqft",(205 sqm),Built-up Area,3 BHK,3,Ready To Move,33rd out of 40 Floors | 1 Covered Parking & 1 Open Parking,,"Situated on the 33rd floor of the impeccably crafted 40storey bombay springs tower, this premium 3 bhk residence with a private terrace for panoramic views offers an expansive 2,205 sq.Ft. Builtup area, featuring three contemporary bathrooms and a private balcony within a 15 year old, readytomovein luxury development by bombay realty. The home showcases superior planning with spacious, wellvent...",Cordeiro Real Estate,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-springs-dadar-east-south-mumbai-2205-sqft-spid-L92386416,,8
O93111246,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Bombay Springs,"Dadar East, Mumbai",₹12.5 Cr,"₹56,689 /sqft","2,205 sqft",(205 sqm),Super Built-up Area,3 BHK,3,Ready To Move,33rd out of 40 Floors | Overlooking Park,,"The flat is over 2205 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 2 balconies. The flat has a total of 40 floors and this property is situated on 33rd floor. This residential flat is ready to move in and you can expect the possession of the same immediately. Bombay springs is designed very well to provide modern facilities such as swimming pool, gymnasium, ...",CHETAN Y BHATT,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-springs-dadar-east-south-mumbai-2205-sqft-spid-O93111246,,8
K89852370,PROPERTY,"3 BHK Flat in Dadar East, Mumbai","3 BHK Flat in Dadar East, Mumbai",Raj EL Prado,"Dadar East, Mumbai",₹11 Cr,"₹53,658 /sqft","2,050 sqft",(190 sqm),Carpet Area,3 BHK,3,Ready To Move,13th out of 25 Floors | North-East Facing,,"This is a north-East-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 2050 sq.Ft. The property is located on the 13th floor of a 25 floors tall building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The floor of this flat is beautifully designed using vitri...",K.Hemandas real estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raj-el-prado-dadar-east-south-mumbai-2050-sqft-spid-K89852370,,8
Z87893830,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹16 Cr,"₹64,000 /sqft","2,500 sqft",(232 sqm),Carpet Area,4 BHK,4,Ready To Move,47th out of 56 Floors | 1 Covered Parking & 1 Open Parking,,"This ready-To-Move 4 bhk residence at bombay realty island city center, dadar east, mumbai south, offers a spacious carpet area of approximately 2,500 sq.Ft. And is situated on the 47th floor of a 56-Storey tower. Designed for modern living, the property features four bedrooms and four bathrooms, complemented by premium amenities including a swimming pool, fitness centre, clubhouse, landscaped ...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2500-sqft-r3-spid-Z87893830,,8
Q91856110,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹13 Cr,"₹52,000 /sqft","2,500 sqft",(232 sqm),Carpet Area,4 BHK,4,Ready To Move,14th out of 67 Floors | 1 Covered Parking & 1 Open Parking,,"This expansive 2,500 sq.Ft. Carpet residence on the 14th floor of a 67storey tower features a welldesigned 4bedroom, 4bathroom layout and is offered in a 15yearold, readytomove condition with immediate possession. The home is complemented by premium lifestyle amenities including a swimming pool, fitness centre/gym, clubhouse, landscaped park, cctv surveillance, and multiple highspeed lifts, ens...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2500-sqft-spid-Q91856110,,8
A82745450,PROPERTY,"3 BHK Flat in Chandrakant Dhuru Wadi, Dadar","3 BHK Flat in Chandrakant Dhuru Wadi, Dadar",Vision Crest,"Chandrakant Dhuru Wadi, Dadar",₹14 Cr,"₹87,500 /sqft","1,600 sqft",(149 sqm),Carpet Area,3 BHK,3,Ready To Move,9th out of 30 Floors | Overlooking Main Road,,"Located in the popular residential address of chandrakant dhuru wadi, mumbai south, vision crest is one of the most preferred destination for apartments in mumbai south. This 3 bhk flat is your ticket to be a part of this community. The flat is facing the east direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 2450 sq.Ft. The resid...",K.Hemandas real estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vision-crest-chandrakant-dhuru-wadi-mumbai-south-1600-sqft-r1-spid-A82745450,,8
L81585495,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹11.5 Cr,"₹41,071 /sqft","2,800 sqft",(260 sqm),Built-up Area,4 BHK,4,Ready To Move,50th out of 67 Floors | 1 Covered Parking & 1 Open Parking,,"Bombay icc Gd ambekar marg, spring mill complex, wadala, mumbai, 400014 Island city center Built on the heritage of trust and quality of the wadia group, bombay realty presents island city center, an iconic development redefining spacious living in mumbai. Hosting luxury residences with large carpet areas, the island city center spreads across acres of undisputed land in dadar, mumbai. A city w...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2800-sqft-r6-spid-L81585495,,8
P90229070,PROPERTY,"3 BHK Flat in Dadar West, Mumbai","3 BHK Flat in Dadar West, Mumbai",Kohinoor Altissimo,"Dadar West, Mumbai",₹13.9 Cr,"₹69,954 /sqft","1,987 sqft",(185 sqm),Carpet Area,3 BHK,3,Ready To Move,26th out of 32 Floors | Overlooking Main Road,,"Available for sell 3 bhk in kohinoor altissimo, near shiv sena bhavan, dadar (West), 1987 sqft usable carpet (228 sqft terrace), fully furnished well done up flat, good sun light in flat, higher floor available, 2 covered car parking, premises have all amenities, prime location, price rs 13.90 cr ready to move in for more information please call hariom estate consultant.",Hariom Estate Consultants,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kohinoor-altissimo-dadar-west-south-mumbai-1987-sqft-r1-spid-P90229070,,8
O93085550,PROPERTY,"4 BHK Flat in Shivaji Park, Dadar","4 BHK Flat in Shivaji Park, Dadar",New Building Chs,"Shivaji Park, Dadar",₹12.25 Cr,"₹68,055 /sqft","1,800 sqft",(167 sqm),Built-up Area,4 BHK,4,Ready To Move,13th out of 19 Floors | Overlooking Park,,"Presenting an exceptional 4 bhk residence in the heart of shivaji park, offering spectacular views of the iconic shivaji park and the arabian sea. Combining luxury, space, and one of mumbai's most prestigious addresses, this home is designed for families seeking an unparalleled lifestyle. The apartment features a generously proportioned living and dining area that opens to mesmerizing park and ...",Jalaram Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shivaji-park-south-mumbai-1800-sqft-spid-O93085550,,8
J92204504,PROPERTY,"4 BHK Flat in Dadar East, Mumbai","4 BHK Flat in Dadar East, Mumbai",Bombay Realty Island City Center,"Dadar East, Mumbai",₹12 Cr,"₹56,953 /sqft","2,107 sqft",(196 sqm),Carpet Area,4 BHK,4,Ready To Move,42nd out of 64 Floors | 1 Covered Parking & 1 Open Parking,,"This elegant 4-Bedroom, 4-Bathroom residence spans a generous 2,107 sq.Ft. Of carpet area and is positioned on the 42nd floor of a 64storey tower at island city center (Icc), bombay realtys landmark luxury development in dadar east. The apartment, 15 years old and ready for immediate possession, offers refined living with modern comforts and expansive views. Icc is an iconic gated township by t...",Cordeiro Real Estate,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bombay-realty-island-city-center-dadar-east-south-mumbai-2107-sqft-spid-J92204504,,8
