,id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
1352,W92576912,PROPERTY,"3 BHK Flat in Ghatkopar West, Mumbai","3 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Boulevard,"Ghatkopar West, Mumbai",₹5.1 Cr,"₹43,589 /sqft","1,170 sqft",(163 sqm),Carpet Area,3 BHK,3.0,Ready To Move,13th out of 28 Floors | North-East Facing,,"This apartment 3 bhk in wadhwa the address is ideal for those seeking a blend of luxury, comfort, and convenience. The property is designed to offer a superior living experience with all modern amenities and highquality infrastructure. This apartment is perfect for families looking for a spacious, modern home in a prime location. The address brings to you the prima residences ensuring you enjoy...",RAHEJA REALTY,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1754-sqft-spid-W92576912,,8
1353,U91053186,PROPERTY,"5 BHK Flat in Ghatkopar West, Mumbai","5 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Boulevard,"Ghatkopar West, Mumbai",₹8.1 Cr,"₹30,000 /sqft","2,700 sqft",(251 sqm),Super Built-up Area,5 BHK,5.0,Ready To Move,9th out of 31 Floors | Overlooking Park,,"This residential flat is north-East-Facing direction. Constructed on a super built up area of 2700 sq.Ft., the flat comprises 5 bedroom(s), 5 bathrooms and 2 balconies. This flat lies on the 9th level of a 31 storey building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built vitrified flooring enhances the aesthetic appeal of this ...",FIVE PILLARS,Dealer,,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-2700-sqft-spid-U91053186,,8
1354,T91052894,PROPERTY,"3 BHK Flat in Ghatkopar West, Mumbai","3 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Boulevard,"Ghatkopar West, Mumbai",₹4.1 Cr,"₹28,275 /sqft","1,450 sqft",(135 sqm),Super Built-up Area,3 BHK,2.0,Ready To Move,10th out of 31 Floors | Overlooking Park,,"The flat is facing the east direction. The flat occupies a super built up area of 15000 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The residential building has 28 floors in total and the flat for sale is located on the 6th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed a...",FIVE PILLARS,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1450-sqft-spid-T91052894,,8
1355,V91053374,PROPERTY,"3 BHK Flat in Ghatkopar West, Mumbai","3 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹4.1 Cr,"₹27,333 /sqft","1,500 sqft",(139 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,8th out of 15 Floors | Overlooking Park,,"This is a north-East-Facing property. The flat is over 1500 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms . This flat lies on the 8th level of a 15 storey building. This is a ready to move project and the property is 1-5 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The society complex is in the close vicinity ...",FIVE PILLARS,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-1500-sqft-spid-V91053374,,8
1356,M90726728,PROPERTY,"3 BHK Flat in Ghatkopar West, Mumbai","3 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Boulevard,"Ghatkopar West, Mumbai",₹5.99 Cr,"₹46,943 /sqft","1,276 sqft",(178 sqm),Carpet Area,3 BHK,3.0,Ready To Move,9th out of 31 Floors | Overlooking Park,,"This is a west-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1913 sq.Ft. This flat lies on the 9th level of a 31 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with wood flooring options. Man...",Value Play Ventures LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-boulevard-ghatkopar-west-central-mumbai-suburbs-1913-sqft-spid-M90726728,,8
1357,S93253694,PROPERTY,"2 BHK Flat in Pant Nagar, Ghatkopar","2 BHK Flat in Pant Nagar, Ghatkopar",ashirwad chs,"Pant Nagar, Ghatkopar",₹1.6 Cr,"₹23,188 /sqft",690 sqft,(64 sqm),Carpet Area,2 BHK,2.0,Ready To Move,7th out of 16 Floors | Overlooking Main Road,,Available 2bhk flat for sale at panthnagar ghatkopar east New building unused flat Carpet -690 Good location at panthnagar market Asking price -1.60cr all inclusive goverment taxes negotiable without car parking,AP Properties,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pant-nagar-central-mumbai-suburbs-690-sqft-spid-S93253694,,9
1358,A93004348,PROPERTY,"1 BHK Flat in Ghatkopar East, Mumbai","1 BHK Flat in Ghatkopar East, Mumbai",Haware IPSA,"Ghatkopar East, Mumbai",₹1 Cr,"₹21,881 /sqft",457 sqft,(42 sqm),Super Built-up Area,1 BHK,1.0,Ready To Move,5th out of 12 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. Containing 1 bedroom(s), 1 bathroom , this flat is spread over a super built up area of 457 sq.Ft. This flat lies on the 5th level of a 12 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing loo...",S K ASSOCIATE,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-haware-ipsa-ghatkopar-east-central-mumbai-suburbs-457-sqft-spid-A93004348,,9
1359,C92123728,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.9 Cr,"₹18,446 /sqft","1,030 sqft",(96 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,10th out of 28 Floors | Overlooking Main Road,,"Spacious 2 bhk apartment available for sale in the address by wadhwa. This thoughtfully designed home offers a spacious living and dining area, well-Planned bedrooms, excellent ventilation, and ample natural light. The apartment features modern interiors and quality fittings, ensuring a comfortable lifestyle. Residents enjoy access to premium amenities including a clubhouse, gym, swimming pool,...",UPGRADE REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-1030-sqft-spid-C92123728,,9
1360,D90723172,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Damodar Park,"Ghatkopar West, Mumbai",₹1.35 Cr,"₹18,000 /sqft",750 sqft,(70 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,3rd out of 7 Floors | Overlooking Park,,"We are the proud owners of this 2 bhk apartment located in damodar park, ghatkopar west, central mumbai. The unit is situated on the 3rd floor and offers a super built-Up area of 750 sq. Ft. It features 2 bathrooms and comes with freehold ownership.",Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-damodar-park-ghatkopar-west-central-mumbai-suburbs-750-sqft-spid-D90723172,,9
1361,G91609934,PROPERTY,"1 BHK Flat in Garodia Nagar, Ghatkopar East","1 BHK Flat in Garodia Nagar, Ghatkopar East",Sudarshan Apartment,"Garodia Nagar, Ghatkopar East",₹1.35 Cr,"₹21,093 /sqft",640 sqft,(59 sqm),Super Built-up Area,1 BHK,2.0,Ready To Move,3rd out of 9 Floors | East Facing,,1bhk with master bedroom and car park for sale in a brand new building.,Saverra Realty,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sudarshan-apartment-garodia-nagar-central-mumbai-suburbs-640-sqft-spid-G91609934,,9
1362,F91997232,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.8 Cr,"₹17,175 /sqft","1,048 sqft",(97 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,5th out of 28 Floors | Overlooking Main Road,,"Spacious 2 bhk apartment available for sale in the address by wadhwa, a premium residential development offering a modern and comfortable lifestyle. The apartment features a well-Planned layout with spacious bedrooms, a large living room, ample natural light, and excellent ventilation. Residents can enjoy top-Class amenities such as a swimming pool, gymnasium, clubhouse, landscaped gardens, chi...",UPGRADE REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-1048-sqft-spid-F91997232,,9
1363,L92177436,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.7 Cr,"₹16,377 /sqft","1,038 sqft",(96 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,15th out of 22 Floors | Overlooking Park,,"This is a south-West-Facing property. Constructed on a super built up area of 1038 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 15th floor of a 22 floors tall building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The floor of this flat is beautifully designed using vitrified flooring, g...",Myspace Realty,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-1038-sqft-spid-L92177436,,9
1364,I92833258,PROPERTY,"4 BHK Flat in Ghatkopar East, Mumbai","4 BHK Flat in Ghatkopar East, Mumbai",Hubtown Rising City,"Ghatkopar East, Mumbai",₹3.2 Cr,"₹23,357 /sqft","1,370 sqft",(127 sqm),Super Built-up Area,4 BHK,3.0,Ready To Move,15th out of 19 Floors | Overlooking Main Road,,"This residential flat is north-Facing direction. The flat occupies a super built up area of 1370 sq.Ft. That consists of 4 bedrooms, 3 bathrooms . The property is located on the 15th floor of a 19 floors tall building. The flat is currently under construction stage and you can expect to get the possession of the property immediately. The beautifully designed granite flooring enhances the beauty...",Harish Real Estate Agency,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-hubtown-rising-city-ghatkopar-east-central-mumbai-suburbs-1370-sqft-spid-I92833258,,9
1365,M91243854,PROPERTY,"1 BHK Flat in Ghatkopar West, Mumbai","1 BHK Flat in Ghatkopar West, Mumbai",The New Vasant Villa CHS,"Ghatkopar West, Mumbai",₹1.3 Cr,"₹21,666 /sqft",600 sqft,(56 sqm),Carpet Area,1 BHK,1.0,Ready To Move,3rd out of 3 Floors | Overlooking Park,,It is a spacious 1 bhk - All the rooms are spacious. It is a big society with 5 wings and 80 flats. 3 floor building. And 4 flats on each floor.,Owner,2mo ago,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-the-new-vasant-villa-chs-ghatkopar-west-central-mumbai-suburbs-600-sqft-spid-M91243854,,9
1366,C90888700,PROPERTY,"2 BHK Flat in Pant Nagar, Ghatkopar","2 BHK Flat in Pant Nagar, Ghatkopar",Gurukrupa Nigam,"Pant Nagar, Ghatkopar",₹1.95 Cr,"₹2,848 /sqft","6,845.85 sqft",(636 sqm),Carpet Area,2 BHK,2.0,Ready To Move,7th out of 17 Floors | Overlooking Park,,"The flat is east-Facing. The flat occupies a carpet area of 636 sq.M. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 7th floor of this 17 floors tall residential building. This is a ready to move project and the property is 0-1 year old. The flat comes well built with vitrified flooring options. The society complex is in the close vicinity of close to metro...",DK & Sons,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gurukrupa-nigam-pant-nagar-central-mumbai-suburbs-6846-sqft-spid-C90888700,,9
1367,I84253702,PROPERTY,"3 BHK Flat in Ghatkopar East, Mumbai","3 BHK Flat in Ghatkopar East, Mumbai",Rising City,"Ghatkopar East, Mumbai",₹2.4 Cr,"₹20,869 /sqft","1,150 sqft",(107 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,15th out of 19 Floors | Overlooking Main Road,,"Rising city is one of central mumbai's most sought after destination for apartments and this 3 bhk flat in ghatkopar east is your opportunity to be a part of this community. This property faces the east direction. The flat is over 1150 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms . This flat is situated on the 15th floor of this 19 floors tall residential building. An add...",FIVE PILLARS,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rising-city-ghatkopar-east-central-mumbai-suburbs-1150-sqft-r1-spid-I84253702,,9
1368,G91949796,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.8 Cr,"₹17,341 /sqft","1,038 sqft",(96 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,13th out of 28 Floors | North Facing,,"Experience premium living in a spacious 2bhk apartment at the prestigious wadhwa promenade. This well-Designed residence offers a perfect blend of comfort, elegance, and modern lifestyle amenities. The apartment features a thoughtfully planned layout with spacious bedrooms, a bright living and dining area, well-Ventilated interiors, and ample natural light throughout the day. Located within the...",RAHEJA REALTY,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-1038-sqft-spid-G91949796,,9
1369,P92081848,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.8 Cr,"₹27,734 /sqft",649 sqft,(81 sqm),Carpet Area,2 BHK,2.0,Ready To Move,9th out of 22 Floors | Overlooking Park,,"Experience comfortable urban living in this charming 2 bhk semi-Furnished apartment at wadhwa the address, one of ghatkopar wests most sought-After residential developments. Offering 649 sq. Ft. Of carpet area, the home boasts smart space planning, contemporary finishes, and a bright, inviting atmosphere. Positioned opposite r city mall and with easy access to lbs marg, residents enjoy unmatche...",Ideal Homes,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-867-sqft-spid-P92081848,,9
1370,P92016838,PROPERTY,"3 BHK Flat in Ghatkopar East, Mumbai","3 BHK Flat in Ghatkopar East, Mumbai",Rising City,"Ghatkopar East, Mumbai",₹2.57 Cr,"₹17,946 /sqft","1,432 sqft",(133 sqm),Built-up Area,3 BHK,3.0,Ready To Move,5th out of 19 Floors,,"Reselling a freshly constructed 3 bhk apartment measuring 1071 sq ft rera carpet. This is a east facing flat offering unobstructed podium views. Youll get a spacious parallel kitchen format along with a dry area. The living space is l-Shaped providing enough space for dining. We are offering 2 car parkings with the apartment. The project amenities are 40 plus including swimming pool, gym, amphi...",Diamansion Realty,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rising-city-ghatkopar-east-central-mumbai-suburbs-1432-sqft-spid-P92016838,,9
1371,T83942256,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Wadhwa Promenade at The Address,"Ghatkopar West, Mumbai",₹1.8 Cr,"₹27,734 /sqft",649 sqft,(79 sqm),Carpet Area,2 BHK,2.0,Ready To Move,10th out of 22 Floors | Overlooking Park,,"This 2 bhk apartment is available for sale in wadhwa promenade at the address, one of the most prominent projects for flats in ghatkopar west, central mumbai. The flat is facing the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a super built up area of 850 sq.Ft. The flat has a total of 22 floors and this property is situate...",FIVE PILLARS,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-promenade-at-the-address-ghatkopar-west-central-mumbai-suburbs-850-sqft-r1-spid-T83942256,,9
1372,F91457826,PROPERTY,"1 BHK Flat in Ghatkopar West, Mumbai","1 BHK Flat in Ghatkopar West, Mumbai",Vraj Villa Chs,"Ghatkopar West, Mumbai",₹1.25 Cr,"₹23,320 /sqft",536 sqft,(50 sqm),Carpet Area,1 BHK,2.0,Ready To Move,GF out of 3 Floors | Overlooking Park,,"Available immediately, this 1 bhk flat offers 536 sqft on the ground floor of a low-Rise building at vraj villa chs, ghatkopar west. Featuring 1 bedroom and 2 bathrooms, the 10+ year old residence comes unfurnished. Conveniently located near vivo and jagruti nagar metro stations, fish market, and local temples, it suits comfortable city living.",Owner,2mo ago,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vraj-villa-chs-ghatkopar-west-central-mumbai-suburbs-536-sqft-spid-F91457826,,9
1373,S90963166,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹2.83 Cr,"₹22,109 /sqft","1,280 sqft",(119 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,18th out of 21 Floors | Overlooking Park,,"Spacious 2 bhk apartment with balcony available for sale in adani the views, offering peaceful mangrove-Facing views, thoughtfully designed interiors, ample natural light, and excellent cross ventilation. The layout is efficient and perfect for modern family living with a balance of comfort and functionality. Project usp is the iconic 200 ft skywalk on the 23rd floor, offering a unique lifestyl...",UPGRADE REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-1280-sqft-spid-S90963166,,9
1374,G92325890,PROPERTY,"3 BHK Flat in Ghatkopar West, Mumbai","3 BHK Flat in Ghatkopar West, Mumbai",Sai Everest Garden View,"Ghatkopar West, Mumbai",₹2.25 Cr,"₹23,684 /sqft",950 sqft,(88 sqm),Built-up Area,3 BHK,3.0,Ready To Move,6th out of 12 Floors | 1 Covered Parking,,"The flat is over 800 sq.Ft. Carpet area and comes with 3 bedroom(s), including 2 master bedrooms with attached bathrooms. The property is located on the sixth floor of a 12 floor tall building. An added advantage of this is just 3 year old flat is that it is available for immediate possession as the project is already ready to move. It is very close to ghatkopar railway station.",Owner,1mo ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ghatkopar-west-central-mumbai-suburbs-950-sqft-spid-G92325890,,9
1375,T91694778,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Kalpataru Aura,"Ghatkopar West, Mumbai",₹2.99 Cr,"₹38,580 /sqft",775 sqft,(114 sqm),Carpet Area,2 BHK,2.0,Ready To Move,8th out of 20 Floors | Overlooking Cityscape,,"Spacious 2 bhk apartment available for sale in kalpataru aura, ghatkopar west, a premium residential development known for its modern architecture, expansive open spaces, and lifestyle-Focused amenities. This thoughtfully designed home offers excellent space utilization, abundant natural light, and cross ventilation, creating a comfortable living environment for families. One of the key usps of...",UPGRADE REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-1224-sqft-spid-T91694778,,9
1376,B92032970,PROPERTY,"3 BHK Flat in Ghatkopar East, Mumbai","3 BHK Flat in Ghatkopar East, Mumbai",Royal Altezza,"Ghatkopar East, Mumbai",₹3.59 Cr,"₹22,837 /sqft","1,572 sqft",(146 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,6th out of 24 Floors | Overlooking Main Road,,"Spacious 3 bhk apartment available for sale in royal altezza, ghatkopar. This thoughtfully designed residence offers a large living and dining area, spacious bedrooms, modern bathrooms, and excellent natural light and cross ventilation. Ideal for families, the apartment provides a comfortable and premium living experience in a well-Maintained residential tower. The project features a host of li...",UPGRADE REALTY,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-royal-altezza-ghatkopar-east-central-mumbai-suburbs-1572-sqft-spid-B92032970,,9
1377,M91950406,PROPERTY,"3 BHK Flat in Ghatkopar East, Mumbai","3 BHK Flat in Ghatkopar East, Mumbai",Rising City,"Ghatkopar East, Mumbai",₹2.75 Cr,"₹23,809 /sqft","1,155 sqft",(107 sqm),Carpet Area,3 BHK,3.0,Ready To Move,19th out of 19 Floors | Overlooking Park,,"This residential flat is east-Facing direction. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a carpet area of 1155 sq.Ft. This flat lies on the top level of a 19 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring loo...",Chetan Realtor,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rising-city-ghatkopar-east-central-mumbai-suburbs-1155-sqft-spid-M91950406,,9
1378,F92181634,PROPERTY,"3 BHK Flat in Garodia Nagar, Ghatkopar East","3 BHK Flat in Garodia Nagar, Ghatkopar East",Shripad Apartment,"Garodia Nagar, Ghatkopar East",₹2.2 Cr,"₹29,333 /sqft",750 sqft,(70 sqm),Carpet Area,3 BHK,3.0,Ready To Move,7th out of 12 Floors | Overlooking Park,,"This residential flat is east-Facing direction. The flat occupies a carpet area of 750 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The residential building has 12 floors in total and the flat for sale is located on the 7th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. The...",JAY MANOJ PANCHAMIA,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shripad-apartment-garodia-nagar-central-mumbai-suburbs-750-sqft-spid-F92181634,,9
1379,Z92876138,PROPERTY,"Residential property in Ghatkopar East, Mumbai","Residential property in Ghatkopar East, Mumbai",Swaroop Residency,"Ghatkopar East, Mumbai",₹1.25 Cr,"₹22,727 /sqft",550 sqft,(51 sqm),Plot Area,Plot/Land,,Ready To Move,,,"Dear friends, A beautifully maintained, fully furnished 1 bhk flat at ghatkopar east is available for sale with a lifetime open view from all rooms. Carpet area: 434 sq. Ft. Usable area: 550 sq. Ft. Features: Spacious living room with ac Sofa-Cum-Bed and tv unit Fully furnished modular kitchen with ample storage space Bedroom with ac, large storage bed, and spacious wardrobe Two large bathrooms...",Owner,1w ago,,https://www.99acres.com/other-residential-property-for-sale-in-swaroop-residency-ghatkopar-east-central-mumbai-suburbs-550-sqft-spid-Z92876138,,9
1380,L92264744,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",New Arihant,"Ghatkopar West, Mumbai",₹2.35 Cr,"₹33,475 /sqft",702 sqft,(65 sqm),Carpet Area,2 BHK,2.0,Ready To Move,11th out of 12 Floors | East Facing,,"The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 702 sq.Ft. The flat has a total of 12 floors and this property is situated on 11th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using ceramic floo...",Sai Raj Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ghatkopar-west-central-mumbai-suburbs-702-sqft-spid-L92264744,,9
1381,D90600584,PROPERTY,"3 BHK Flat in Ghatkopar East, Mumbai","3 BHK Flat in Ghatkopar East, Mumbai",Man Aaradhya Nine,"Ghatkopar East, Mumbai",₹2.85 Cr,"₹25,909 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,11th out of 16 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. The flat occupies a super built up area of 1100 sq.M. That consists of 3 bedrooms, 3 bathrooms . The residential building has 16 floors in total and the flat for sale is located on the 11th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The beautifully designed vitrified flooring enhances...",Saverra Realty,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-man-aaradhya-nine-ghatkopar-east-central-mumbai-suburbs-1100-sqft-spid-D90600584,,9
1382,X91178744,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹3.24 Cr,"₹38,802 /sqft",835 sqft,(78 sqm),Carpet Area,2 BHK,2.0,Under Construction,5th out of 21 Floors | 1 Covered Parking,,"Located in the views by adani realty, this under-Construction 2 bhk flat spans 835 sqft on the 5th floor of a 21-Story high-Rise. Available within three months, the residential apartment features 2 bathrooms, parking, and a clubhouse. Close to ghatkopar railway station and eastern express highway, it offers convenience along with amenities like a gym and rainwater harvesting.",Owner,2mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-835-sqft-spid-X91178744,,10
1383,D92312404,PROPERTY,"2 BHK Flat in Laxmi Nagar, Vikhroli East","2 BHK Flat in Laxmi Nagar, Vikhroli East",sai siddhi towers laxmi nagar ghatkopar east,"Laxmi Nagar, Vikhroli East",₹1.85 Cr,"₹23,125 /sqft",800 sqft,(74 sqm),Carpet Area,2 BHK,2.0,Ready To Move,11th out of 15 Floors | East Facing,,"Situated on the 11th floor of a 15-Story high-Rise in sai siddhi towers, laxmi nagar, this 5-10 year old 2 bhk flat offers 800 sqft of well-Planned space. Available immediately, it features 2 bedrooms, 2 bathrooms, and comes unfurnished. Enjoy proximity to vivo ghatkopar metro, fish market, and several religious sites in vikhroli east, central mumbai.",Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-laxmi-nagar-central-mumbai-suburbs-800-sqft-spid-D92312404,,10
1384,V93144642,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Nutan Sandesh,"Ghatkopar East, Mumbai",₹2.25 Cr,"₹33,532 /sqft",671 sqft,(62 sqm),Carpet Area,2 BHK,2.0,Ready To Move,4th out of 15 Floors,,"The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 671 sq.Ft. The residential building has 15 floors in total and the flat for sale is located on the 4th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property.",Owner,1w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ghatkopar-east-central-mumbai-suburbs-671-sqft-spid-V93144642,,10
1385,A90962724,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹2.18 Cr,"₹34,384 /sqft",634 sqft,(94 sqm),Carpet Area,2 BHK,2.0,Ready To Move,16th out of 21 Floors | Overlooking Main Road,,"Spacious 2bhk apartment with balcony available for sale in adani the views, offering serene mangrove-Facing views and thoughtfully designed interiors with excellent ventilation and natural light. This premium residence features modern layout and comfortable living spaces ideal for families. Project usp is the iconic 200 ft skywalk on the 23rd floor, giving a unique lifestyle experience along wi...",UPGRADE REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-1014-sqft-spid-A90962724,,10
