id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
O92514468,PROPERTY,"2 BHK Flat in Hiranandani Gardens Powai, Mumbai","2 BHK Flat in Hiranandani Gardens Powai, Mumbai",DSS Mahavir Classik,"Hiranandani Gardens Powai, Mumbai",₹2.5 Cr,"₹22,341 /sqft","1,119 sqft",(104 sqm),Super Built-up Area,2 BHK,2,Ready To Move,8th out of 15 Floors | 1 Covered Parking,,"The flat occupies a super built up area of 1119 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 8th floor of a 15 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The society is wel...",MAHAVEER CHAPLOT,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dss-mahavir-classik-hiranandani-gardens-powai-central-mumbai-suburbs-1119-sqft-spid-O92514468,,9
L92520942,PROPERTY,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai","3 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Garden Eden 3,"Hiranandani Gardens Powai, Mumbai",₹5.5 Cr,"₹40,000 /sqft","1,375 sqft",(128 sqm),Carpet Area,3 BHK,3,Ready To Move,6th out of 15 Floors | Overlooking Park,,Spacious 3 bhk in hiranandani gardens powai.,MAHAVEER CHAPLOT,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-garden-eden-3-hiranandani-gardens-powai-central-mumbai-suburbs-1375-sqft-spid-L92520942,,9
X88705038,PROPERTY,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai","3 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Lake Castle,"Hiranandani Gardens Powai, Mumbai",₹5.8 Cr,"₹44,615 /sqft","1,300 sqft",(121 sqm),Super Built-up Area,3 BHK,3,Ready To Move,6th out of 22 Floors | 1 Covered Parking,,"The flat occupies a super built up area of 1300 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat lies on the 6th level of a 22 storey building. As the project is already ready to move, so you can easily move into this 10+ years old property. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house, pa...",Value Play Ventures LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-lake-castle-hiranandani-gardens-powai-central-mumbai-suburbs-1300-sqft-spid-X88705038,,9
P92301204,PROPERTY,"3 BHK Flat in Powai, Mumbai","3 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹6.55 Cr,"₹41,987 /sqft","1,560 sqft",(145 sqm),Carpet Area,3 BHK,3,Ready To Move,21st out of 26 Floors | 2 Covered Parking,,"The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 1560 sq.Ft. This flat lies on the 21st level of a 26 storey building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. L&t emerald isle is designed very well to provide modern facilities such as swimming pool, gymna...",Value Play Ventures LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1560-sqft-spid-P92301204,,9
R92028956,PROPERTY,"3 BHK Flat in Chandivali, Mumbai","3 BHK Flat in Chandivali, Mumbai",Nahar Tulipia And Tilia Apartment,"Chandivali, Mumbai",₹3.73 Cr,"₹34,601 /sqft","1,078 sqft",(100 sqm),Carpet Area,3 BHK,2,Ready To Move,7th out of 22 Floors | 1 Covered Parking,,"Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 1078 sq.Ft. This flat lies on the 7th level of a 22 storey building. This is a ready to move project and the property is 5-10 years old. Nahar tulipia and tilia apartment is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, shopping centre, l...",Value Play Ventures LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nahar-tulipia-and-tilia-apartment-chandivali-central-mumbai-suburbs-1078-sqft-spid-R92028956,,9
K87932966,PROPERTY,"2 BHK Flat in Chandivali, Mumbai","2 BHK Flat in Chandivali, Mumbai",Shapoorji Pallonji Vicinia,"Chandivali, Mumbai",₹2.33 Cr,"₹34,724 /sqft",671 sqft,(62 sqm),Carpet Area,2 BHK,2,Ready To Move,7th out of 22 Floors | Vaastu Compliant,,"Situated in chandivali, central mumbai, shapoorji pallonji vicinia is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in central mumbai is your opportunity to be a part of this community. The flat is west-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 671 sq.Ft. The r...",Value Play Ventures LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-vicinia-chandivali-central-mumbai-suburbs-671-sqft-spid-K87932966,,9
C88836898,PROPERTY,"3 BHK Flat in Raheja Vihar, Chandivali","3 BHK Flat in Raheja Vihar, Chandivali",Blue Heaven,"Raheja Vihar, Chandivali",₹3.25 Cr,"₹22,382 /sqft","1,452 sqft",(135 sqm),Super Built-up Area,3 BHK,3,Ready To Move,7th out of 27 Floors | 1 Covered Parking,,"Constructed on a super built up area of 1452 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms . This flat lies on the 7th level of a 27 storey building. This 10+ years old property is available for immediate possession as the project is ready to move. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house ...",Value Play Ventures LLP,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-blue-heaven-raheja-vihar-central-mumbai-suburbs-1452-sqft-r1-spid-C88836898,,9
B92029344,PROPERTY,"2 BHK Flat in Chandivali, Mumbai","2 BHK Flat in Chandivali, Mumbai",Godrej Urban Park,"Chandivali, Mumbai",₹2.35 Cr,"₹34,508 /sqft",681 sqft,(63 sqm),Carpet Area,2 BHK,2,Ready To Move,8th out of 16 Floors | 1 Covered Parking,,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 681 sq.Ft. The flat has a total of 16 floors and this property is situated on 8th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The society is well equipped with many modern amenities, including swimming pool, fitness ce...",Value Play Ventures LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-urban-park-chandivali-central-mumbai-suburbs-681-sqft-spid-B92029344,,9
N90881830,PROPERTY,"2 BHK Flat in Hiranandani Gardens Powai, Mumbai","2 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Castle Rock,"Hiranandani Gardens Powai, Mumbai",₹3.8 Cr,"₹48,906 /sqft",777 sqft,(72 sqm),Carpet Area,2 BHK,2,Ready To Move,19th out of 22 Floors | 1 Covered Parking,,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 777 sq.Ft. The property is located on the 19th floor of a 22 floors tall building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The society is well equipped with many modern amenities, including swimming pool, f...",Value Play Ventures LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-castle-rock-hiranandani-gardens-powai-central-mumbai-suburbs-777-sqft-spid-N90881830,,9
P90619884,PROPERTY,"2 BHK Flat in Hiranandani Gardens Powai, Mumbai","2 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Avalon,"Hiranandani Gardens Powai, Mumbai",₹3.55 Cr,"₹36,979 /sqft",960 sqft,(89 sqm),Super Built-up Area,2 BHK,2,Ready To Move,8th out of 34 Floors | Vaastu Compliant,,"The flat is over 960 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 34 floors and this property is situated on 8th floor. Being a ready to move project, you can expect immediate possession of this 10+ years old property. All the modern amenities such as swimming pool, fitness centre / gym, club house, park, shopping centre, lift(s), se...",Value Play Ventures LLP,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-avalon-hiranandani-gardens-powai-central-mumbai-suburbs-960-sqft-spid-P90619884,,9
E93066296,PROPERTY,"3 BHK Flat in Hiranandani Gardens Powai, Mumbai","3 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Verona CHS,"Hiranandani Gardens Powai, Mumbai",₹6.39 Cr,"₹37,699 /sqft","1,695 sqft",(157 sqm),Super Built-up Area,3 BHK,3,Ready To Move,5th out of 32 Floors,,"This is a east-Facing property. Constructed on a super built up area of 1695 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The flat has a total of 32 floors and this property is situated on 5th floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The well built marble flooring enhance...",Rm enterprises,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-verona-chs-hiranandani-gardens-powai-central-mumbai-suburbs-1695-sqft-spid-E93066296,,9
D92984908,PROPERTY,"1 BHK Flat in Powai, Mumbai","1 BHK Flat in Powai, Mumbai",Hiranandani Highland,"Powai, Mumbai",₹1.9 Cr,"₹34,545 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,2,Ready To Move,19th out of 23 Floors | Overlooking Main Road,,"The flat is facing the north-East direction. Containing 1 bedroom(s), 2 bathrooms , this flat is spread over a built up area of 550 sq.Ft. The residential building has 23 floors in total and the flat for sale is located on the 19th floor. The flat is currently under construction stage and you can expect to get the possession of the property immediately. The beautifully designed vitrified floori...",RK Realtor,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-highland-powai-central-mumbai-suburbs-550-sqft-spid-D92984908,,9
Q91420514,PROPERTY,"1 BHK Flat in Hiranandani Gardens Powai, Mumbai","1 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Regent Hill,"Hiranandani Gardens Powai, Mumbai",₹2 Cr,"₹47,961 /sqft",417 sqft,(39 sqm),Built-up Area,1 BHK,2,Ready To Move,14th out of 23 Floors | Overlooking Park,,"This is a north-East-Facing property. Constructed on a built up area of 417 sq.Ft., the flat comprises 1 bedroom(s), 2 bathrooms . The flat has a total of 25 floors and this property is situated on 6th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat ...",RK Realtor,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-regent-hill-hiranandani-gardens-powai-central-mumbai-suburbs-417-sqft-r1-spid-Q91420514,,9
M92763374,PROPERTY,"1 BHK Flat in Powai, Mumbai","1 BHK Flat in Powai, Mumbai",Hiranandani Highland,"Powai, Mumbai",₹2.5 Cr,"₹45,454 /sqft",550 sqft,(51 sqm),Built-up Area,1 BHK,2,Ready To Move,16th out of 23 Floors | Overlooking Main Road,,"The flat is facing the north-West direction. The flat occupies a built up area of 550 sq.Ft. That consists of 1 bedroom, 2 bathrooms . The flat has a total of 23 floors and this property is situated on 16th floor. The flat is currently under construction stage and you can expect to get the possession of the property immediately. The vitrified flooring of this flat is beautifully designed and he...",RK Realtor,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-highland-powai-central-mumbai-suburbs-550-sqft-spid-M92763374,,9
H92010788,PROPERTY,"4 BHK Flat in Powai, Mumbai","4 BHK Flat in Powai, Mumbai",Lodha Bellagio,"Powai, Mumbai",₹6.79 Cr,"₹49,453 /sqft","1,373 sqft",(149 sqm),Carpet Area,4 BHK,3,Ready To Move,11th out of 27 Floors | Overlooking Park,,"This property faces the east direction. The flat occupies a super built up area of 1600 sq.Ft. That consists of 4 bedrooms, 3 bathrooms and 1 balcony. The residential building has 27 floors in total and the flat for sale is located on the 11th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified floorin...",MANASVI PROPERTIES,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-lodha-bellagio-powai-central-mumbai-suburbs-1600-sqft-spid-H92010788,,9
R93169430,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",Kanakia Silicon Valley,"Powai, Mumbai",₹2.6 Cr,"₹39,039 /sqft",666 sqft,(87 sqm),Carpet Area,2 BHK,2,Ready To Move,11th out of 24 Floors | Overlooking Park,,"The flat is facing the east direction. Constructed on a super built up area of 932 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 24 floors and this property is situated on 11th floor. Moreover, the flat is currently under construction and possession is expected immediately. The vitrified flooring of this flat is beautifully designed and helps to giv...",Homes For All Real Estate Private Limited,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kanakia-silicon-valley-powai-central-mumbai-suburbs-932-sqft-spid-R93169430,,9
B93053624,PROPERTY,"5 BHK Flat in Powai, Mumbai","5 BHK Flat in Powai, Mumbai",Lodha Bellagio,"Powai, Mumbai",₹9.52 Cr,"₹39,666 /sqft","2,400 sqft",(223 sqm),Super Built-up Area,5 BHK,5,Ready To Move,21st out of 22 Floors,,"The flat is over 2400 sq.Ft. Super built up area and comes with 4.5 bedroom(s), 5 bathrooms and 3 balconies. This flat lies on the 21st level of a 22 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. All the modern amenities such as swimming pool, gymnasium, club house and park will make life easier for you.",Minerva Properties,,,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-lodha-bellagio-powai-central-mumbai-suburbs-2400-sqft-spid-B93053624,,9
A93053492,PROPERTY,"4 BHK Flat in Powai, Mumbai","4 BHK Flat in Powai, Mumbai",Lodha Bellagio,"Powai, Mumbai",₹8 Cr,"₹44,667 /sqft","1,791 sqft",(166 sqm),Super Built-up Area,4 BHK,4,Ready To Move,10th out of 22 Floors,,"Containing 3.5 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 1791 sq.Ft. The property is located on the 10th floor of a 22 floors tall building. This 0-1 year old property is available for immediate possession as the project is ready to move. All the modern amenities such as swimming pool, gymnasium, club house and park will make life easier for you.",Minerva Properties,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-lodha-bellagio-powai-central-mumbai-suburbs-1791-sqft-spid-A93053492,,9
I92927662,PROPERTY,"3 BHK Flat in Powai, Mumbai","3 BHK Flat in Powai, Mumbai",Lake Primrose,"Powai, Mumbai",₹4.1 Cr,"₹32,156 /sqft","1,275 sqft",(118 sqm),Super Built-up Area,3 BHK,3,Ready To Move,5th out of 21 Floors,,"This residential flat is east-Facing direction. The flat occupies a super built up area of 1275 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The residential building has 21 floors in total and the flat for sale is located on the 5th floor. This 10+ years old property is available for immediate possession as the project is ready to move. The flat comes well built wi...",Minerva Properties,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lake-primrose-powai-central-mumbai-suburbs-1275-sqft-spid-I92927662,,9
O93058112,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹3.2 Cr,"₹33,507 /sqft",955 sqft,(89 sqm),Super Built-up Area,2 BHK,2,Ready To Move,GF out of 24 Floors,,"This is a east-Facing property. The flat occupies a super built up area of 955 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the ground floor of this 24 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built vitrified flooring enhances the aesthetic appeal of th...",Minerva Properties,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-955-sqft-spid-O93058112,,9
J88636894,PROPERTY,"4 BHK Flat in Hiranandani Gardens Powai, Mumbai","4 BHK Flat in Hiranandani Gardens Powai, Mumbai",Hiranandani Gardens Tivoli,"Hiranandani Gardens Powai, Mumbai",₹18 Cr,"₹51,428 /sqft","3,500 sqft",(325 sqm),Super Built-up Area,4 BHK,5,Ready To Move,23rd out of 29 Floors,,"This property faces the east direction. Constructed on a super built up area of 3500 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and 3 balconies. The property is located on the 23rd floor of a 29 floors tall building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The floor of this flat is beautifully designed using vitrified flooring...",Minerva Properties,,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-gardens-tivoli-hiranandani-gardens-powai-central-mumbai-suburbs-3500-sqft-r2-spid-J88636894,,9
D92301878,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Elixir Reserve,"Powai, Mumbai",₹3.75 Cr,"₹34,340 /sqft","1,092 sqft",(101 sqm),Super Built-up Area,2 BHK,2,Ready To Move,7th out of 24 Floors | Overlooking Park,,"The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1092 sq.Ft. The property is located on the 7th floor of a 24 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The beautifully designed vitrified flooring enhances...",Minerva Properties,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-elixir-reserve-powai-central-mumbai-suburbs-1092-sqft-spid-D92301878,,9
Y92350604,PROPERTY,"3 BHK Flat in Powai, Mumbai","3 BHK Flat in Powai, Mumbai",L&T Elixir Reserve,"Powai, Mumbai",₹7 Cr,"₹39,660 /sqft","1,765 sqft",(164 sqm),Super Built-up Area,3 BHK,3,Ready To Move,1st out of 24 Floors | Overlooking Park,,"This is a east-Facing property. The flat is over 1765 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 1st level of a 24 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. The flat will offer a modern lifestyle as it...",Minerva Properties,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-elixir-reserve-powai-central-mumbai-suburbs-1765-sqft-spid-Y92350604,,9
W92327216,PROPERTY,"3 BHK Flat in Powai, Mumbai","3 BHK Flat in Powai, Mumbai",L&T Elixir Reserve,"Powai, Mumbai",₹7 Cr,"₹43,887 /sqft","1,595 sqft",(148 sqm),Super Built-up Area,3 BHK,3,Ready To Move,22nd out of 24 Floors | Overlooking Park,,"The flat is east-Facing. Constructed on a super built up area of 1595 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 22nd level of a 24 storey building. This is a ready to move project and the property is 0-1 year old. The flat comes well built with vitrified flooring options. L&t elixir reserve is designed very well to provide modern facilities such...",Minerva Properties,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-elixir-reserve-powai-central-mumbai-suburbs-1595-sqft-spid-W92327216,,9
B92327124,PROPERTY,"3 BHK Flat in Powai, Mumbai","3 BHK Flat in Powai, Mumbai",L&T Elixir Reserve,"Powai, Mumbai",₹5.7 Cr,"₹40,140 /sqft","1,420 sqft",(132 sqm),Super Built-up Area,3 BHK,3,Ready To Move,6th out of 24 Floors | Overlooking Park,,"This property faces the east direction. The flat is over 1420 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 24 floors in total and the flat for sale is located on the 6th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully de...",Minerva Properties,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-l-t-elixir-reserve-powai-central-mumbai-suburbs-1420-sqft-spid-B92327124,,9
M68281028,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹3.25 Cr,"₹26,104 /sqft","1,245 sqft",(116 sqm),Super Built-up Area,2 BHK,2,Ready To Move,9th out of 18 Floors | Overlooking Park,,"L and t emerald isle is one of the most popular destination for buying apartments/ flats in powai, central mumbai suburbs. You too can be a part of this society by purchasing this 2 bhk flat here. This property faces the east direction. The flat is over 1245 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . This flat is situated on the 14th floor of this 18 floors tall resid...",Aayat Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1245-sqft-r6-spid-M68281028,,10
N80637037,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹3.18 Cr,"₹40,354 /sqft",788.01 sqft,(116 sqm),Carpet Area,2 BHK,2,Ready To Move,10th out of 24 Floors | Overlooking Park,,"L and t emerald isle is one of central mumbai's most sought after destination for apartments and this 2 bhk flat in powai is your opportunity to be a part of this community. This property faces the south-West direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms .This flat lies on the 10th level of a 24storey building. As the project is already ready to move, so you can easi...",Aayat Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-1245-sqft-r5-spid-N80637037,,10
W93148442,PROPERTY,"3 BHK Flat in Raheja Vihar, Chandivali","3 BHK Flat in Raheja Vihar, Chandivali",Bombay Sahil Exotica,"Raheja Vihar, Chandivali",₹3.1 Cr,"₹26,160 /sqft","1,185 sqft",(110 sqm),Carpet Area,3 BHK,3,Ready To Move,7th out of 13 Floors | High Ceiling height,,"This is a north-East-Facing property. The flat is over 1185 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms . This flat lies on the 7th level of a 13 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. Another plus point for this is that it is ...",Property Login,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-sahil-exotica-raheja-vihar-central-mumbai-suburbs-1185-sqft-spid-W93148442,,10
U93147278,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹2.6 Cr,"₹40,880 /sqft",636 sqft,(59 sqm),Carpet Area,2 BHK,2,Ready To Move,20th out of 26 Floors | Overlooking Park,,"This property faces the west direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 636 sq.Ft. The flat has a total of 26 floors and this property is situated on 8th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The well built marble flooring enhances the aesthetic appeal of this flat. Many of the ...",Home Care Estate Agency,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-636-sqft-spid-U93147278,,10
K85249420,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",Hiranandani Highland,"Powai, Mumbai",₹3.15 Cr,"₹55,741 /sqft",565.11 sqft,(74 sqm),Carpet Area,2 BHK,2,Ready To Move,22nd out of 23 Floors | Overlooking Park,,"The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a built up area of 800 sq.Ft. The flat has a total of 23 floors and this property is situated on 22nd floor. This is a ready to move project and the property is 0-1 year old. The well built vitrified flooring enhances the aesthetic appeal of this flat. The society is well equipped with many mod...",Zen Realtors,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-highland-powai-central-mumbai-suburbs-800-sqft-r2-spid-K85249420,,10
F93147622,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",L&T Emerald Isle,"Powai, Mumbai",₹2.5 Cr,"₹39,308 /sqft",636 sqft,(59 sqm),Carpet Area,2 BHK,2,Ready To Move,15th out of 26 Floors | Overlooking Park,,"The flat is east-Facing. The flat is over 636 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The flat has a total of 26 floors and this property is situated on 15th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. L&t em...",Home Care Estate Agency,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-emerald-isle-powai-central-mumbai-suburbs-636-sqft-spid-F93147622,,10
N92840042,PROPERTY,"2 BHK Flat in Hiranandani Gardens Powai, Mumbai","2 BHK Flat in Hiranandani Gardens Powai, Mumbai",L&T Elixir Reserve,"Hiranandani Gardens Powai, Mumbai",₹2.95 Cr,"₹46,093 /sqft",640 sqft,(59 sqm),Carpet Area,2 BHK,2,Ready To Move,4th out of 26 Floors | Overlooking Park,,"This property faces the north-East direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 640 sq.Ft. The property is located on the 4th floor of a 26 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully de...",Star properties,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-l-t-elixir-reserve-hiranandani-gardens-powai-central-mumbai-suburbs-640-sqft-spid-N92840042,,10
R91444366,PROPERTY,"2 BHK Flat in Powai, Mumbai","2 BHK Flat in Powai, Mumbai",Lake Riviera,"Powai, Mumbai",₹2.51 Cr,"₹31,178 /sqft",805.03 sqft,(98 sqm),Carpet Area,2 BHK,2,Ready To Move,8th out of 15 Floors | Overlooking Park,,"This is a east-Facing property. The flat occupies a super built up area of 1050 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 15 floors and this property is situated on 8th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with marble flo...",Home Care Estate Agency,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lake-riviera-powai-central-mumbai-suburbs-1050-sqft-spid-R91444366,,10
Z90330624,PROPERTY,"2 BHK Flat in Chandivali, Mumbai","2 BHK Flat in Chandivali, Mumbai",Shapoorji Pallonji Vicinia,"Chandivali, Mumbai",₹2.9 Cr,"₹27,619 /sqft","1,050 sqft",(98 sqm),Super Built-up Area,2 BHK,2,Ready To Move,6th out of 20 Floors | Overlooking Main Road,,"Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1050 sq.Ft. This flat lies on the 6th level of a 20 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gy...",GANGA REALTORS,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-vicinia-chandivali-central-mumbai-suburbs-1050-sqft-spid-Z90330624,,10
S92227092,PROPERTY,"2 BHK Flat in Panchkutir Ganesh Nagar, Powai","2 BHK Flat in Panchkutir Ganesh Nagar, Powai",Hiranandani Gardens Valencia,"Panchkutir Ganesh Nagar, Powai",₹3.4 Cr,"₹30,909 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,2 BHK,2,Ready To Move,2nd out of 18 Floors | Overlooking Park,,"This residential flat is east-Facing direction. The flat is over 1100 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 18 floors in total and the flat for sale is located on the 2nd floor. This is a ready to move project and the property is 10+ years old. The flat comes well built with marble flooring options. Another plus point for this is that...",VN Property,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-gardens-valencia-panchkutir-ganesh-nagar-central-mumbai-suburbs-1100-sqft-spid-S92227092,,10
